Date,Name,Loyalty Program,ITR,Overall Comment,Elite Ap.,Cleanliness,Staff Service,Maintenance and Upkeep,F&B,Reason for Brand Question Rating,Restaurant 1 Service Satisfaction:,Reason for Trip,Overall Score,Social Comment,Comment_Length,Month,Year,Year-Month,Season,Service_Quality,Detected_Language,Translated Overall Comment,Sentiment,Sentiment_Score,Sentiment_Magnitude,Sentiment_2
2023-01-26 15:53:58.000,MARIA,Gold,10.0,Great room with a view. Friendly staff. A perfect experience.,10.0,10.0,10.0,10.0,10.0,Enjoyed my stay,10.0,Leisure Individual,5.0,Excelente,10,1,2023,2023-01,Verano,10.0,en,Great room with a view. Friendly staff. A perfect experience.,positive,0.8999999761581421,2.799999952316284,positive
2023-01-26 07:11:56.000,MARIA,Gold,10.0,una experiencia excelente,10.0,10.0,10.0,10.0,10.0,Unknown,10.0,Leisure Individual,5.0,Excelente,3,1,2023,2023-01,Verano,10.0,es,an excellent experience,positive,0.8999999761581421,0.8999999761581421,positive
2023-01-26 02:58:19.000,MARIA,Titanium,7.0,"Front desk staff is awesome. Your hotel needs refurbishing. The furniture is old the rooms also need a modern touch and look worn out. The M lounge has limited selection of food, compared to other M lounges I have been in, but the staff is very good.",9.0,8.0,9.0,7.0,8.0,"Like I said, this   needs an investment in decor. The suite I got was small compared to other   suites in other destinations. The bathroom felt a bit cramped.",9.0,Leisure Individual,3.5,Excelente,47,1,2023,2023-01,Verano,8.0,en,"Front desk staff is awesome. Your hotel needs refurbishing. The furniture is old the rooms also need a modern touch and look worn out. The M lounge has limited selection of food, compared to other M lounges I have been in, but the staff is very good.",positive,-0.10000000149011612,2.299999952316284,neutral
2023-01-25 14:26:21.000,MARIA,Gold,9.0,great location and service.,9.0,8.0,8.0,9.0,8.0,Unknown,6.0,Meeting,4.5,Excelente,4,1,2023,2023-01,Verano,8.25,en,great location and service.,positive,0.8999999761581421,0.8999999761581421,positive
2023-01-25 14:12:39.000,MARIA,Non-Member,9.0,"Excelente lugar 
Muy buena atencion",10.0,10.0,9.0,9.0,9.0,Estuve muy confortable en mi estadía,10.0,Business Individual,4.5,Excelente,5,1,2023,2023-01,Verano,9.25,es,Excellent place. Very good service.,positive,0.8999999761581421,1.7999999523162842,positive
2023-01-25 10:38:17.000,MARIA,Non-Member,1.0,"hola todo salió mal primero la primera habitación la cama se abría  en la segunda habitación en mal estado baño puertas y aire acondicionado llego el de mantenimiento en el cual no soluciono nada, abandonamos el hotel a las 3 de la madrugada en el cual no fue compensado por lo cual doy una mala calificación",10.0,1.0,1.0,1.0,10.0,"hola todo salió mal primero la primera habitación la cama se abría  en la segunda habitación en mal estado baño puertas y aire acondicionado llego el de mantenimiento en el cual no soluciono nada, abandonamos el hotel a las 3 de la madrugada en el cual no fue compensado por lo cual doy una mala calificación",10.0,Couple,0.5,Excelente,56,1,2023,2023-01,Verano,3.25,es,"Hello, everything went wrong, first in the first room, the bed opened, in the second room in poor condition, bathroom doors and air conditioning, the maintenance man arrived and did not fix anything, we left the hotel at 3 in the morning and was not compensated, which is why I give a bad rating.",negative,-0.699999988079071,0.699999988079071,negative
2023-01-24 17:34:55.000,MARIA,Titanium,9.0,Very good stay . Nice people and very serviablle,9.0,10.0,9.0,9.0,9.0,Unknown,9.0,Business Individual,4.5,Excelente,9,1,2023,2023-01,Verano,9.25,en,Very good stay . Nice people and very serviablle,positive,0.8999999761581421,1.899999976158142,positive
2023-01-24 13:49:44.000,MARIA,Platinum,7.0,Carpet floor was not in good condition and did not help our allergies problems.,10.0,5.0,9.0,5.0,3.0,"It’s just not how I used to get over all
Feeling for  ",8.0,Leisure Individual,3.5,Excelente,14,1,2023,2023-01,Verano,5.5,en,Carpet floor was not in good condition and did not help our allergies problems.,negative,-0.8999999761581421,0.8999999761581421,negative
2023-01-24 12:30:39.000,MARIA,Titanium,10.0,Excelente servicio y atención al cliente en todas las áreas del hotel.,10.0,10.0,10.0,9.0,10.0,Unknown,10.0,Meeting,5.0,Excelente,12,1,2023,2023-01,Verano,9.75,es,Excellent service and customer service in all areas of the hotel.,positive,0.800000011920929,0.800000011920929,positive
2023-01-23 09:18:30.000,MARIA,Member,4.0,"Card to unlock the door wasn't working well. I had to tap multiple times to get access to my room. I went 2 times at the front desk to report it and they changed the key cards, + someone came with to validate the door and apparently that was normal. Coffee machine wasn't working properly either. Rooms are dates for the price.",10.0,8.0,8.0,9.0,9.0,Unknown,10.0,Business Individual,2.0,Excelente,62,1,2023,2023-01,Verano,8.5,en,"Card to unlock the door wasn't working well. I had to tap multiple times to get access to my room. I went 2 times at the front desk to report it and they changed the key cards, + someone came with to validate the door and apparently that was normal. Coffee machine wasn't working properly either. Rooms are dates for the price.",negative,-0.6000000238418579,3.299999952316284,negative
2023-01-23 08:05:03.000,MARIA,Titanium,10.0,"perfect location. accommodating helpful staff, well maintained updated rooms and public spaces. could not ask for more staffing downtown BA.",10.0,9.0,10.0,9.0,9.0,"The staff was courteous, quick in their responses to questions, knowledgeable about the area, made arrangements for restaurants and transportation flawlessly. Were uniformly courteous and attentive to the needs of guests.",9.0,Leisure Individual,5.0,Excelente,20,1,2023,2023-01,Verano,9.25,en,"perfect location. accommodating helpful staff, well maintained updated rooms and public spaces. could not ask for more staffing downtown BA.",positive,0.8999999761581421,2.799999952316284,positive
2023-01-23 03:24:38.000,MARIA,Platinum,9.0,I had expected breakfast to be included in the room rate,6.0,9.0,9.0,9.0,8.0,Unknown,8.0,Couple,4.5,Excelente,11,1,2023,2023-01,Verano,8.75,en,I had expected breakfast to be included in the room rate,neutral,-0.30000001192092896,0.30000001192092896,negative
2023-01-22 16:22:41.000,MARIA,Titanium,8.0,"Room excellent. Employees very good. 
They were supposed to order a car to the airport but didn’t. 
The hotel needs to be brought up to   standards. Better towels. Hot water in the men’s locker room. 
The owners lounge was very nice.",9.0,8.0,9.0,7.0,8.0,Needs updating,9.0,Couple,4.0,Excelente,41,1,2023,2023-01,Verano,8.0,en,"Room excellent. Employees very good. 
They were supposed to order a car to the airport but didn’t. 
The hotel needs to be brought up to   standards. Better towels. Hot water in the men’s locker room. 
The owners lounge was very nice.",positive,0.10000000149011612,5.0,neutral
2023-01-22 13:08:04.000,MARIA,Member,9.0,"Excellent location! Lots of restaurants and shops around the hotel!

Thank you for the great service!  Espevially Camila at the front desk, she was very helpful! After we mentioned that our room was quite noisy, needed a quiet room to get a good sleep before flying back to Canada,  Camila switched us to a better quiet room; she even let me check the room first to ensure I was happy with the new room ! Very professional and thoughtful service! 
Thank you!",10.0,9.0,9.0,9.0,9.0,Great service from all the   hotels i have stayed,10.0,Friends,4.5,Excelente,82,1,2023,2023-01,Verano,9.0,en,"Excellent location! Lots of restaurants and shops around the hotel!

Thank you for the great service!  Espevially Camila at the front desk, she was very helpful! After we mentioned that our room was quite noisy, needed a quiet room to get a good sleep before flying back to Canada,  Camila switched us to a better quiet room; she even let me check the room first to ensure I was happy with the new room ! Very professional and thoughtful service! 
Thank you!",positive,0.8999999761581421,6.599999904632568,positive
2023-01-22 10:38:32.000,MARIA,Member,5.0,"En la habitación habian 2 camas. Una tenia un colchón en muy malas condiciones...imposible descansar. El baño la bacha estaba fisurada, partes resaltaba el pegamento seco y se lucia el mal estado de la madera del mueble, una pena para vista.",10.0,10.0,9.0,4.0,7.0,Unknown,10.0,Family,2.5,Excelente,41,1,2023,2023-01,Verano,7.5,es,"There were 2 beds in the room. One had a mattress in very poor condition...impossible to rest. The sink in the bathroom was cracked, parts of the glue were sticking out and the poor condition of the wood of the furniture was visible, a shame to look at.",negative,-0.6000000238418579,2.0,negative
2023-01-22 09:23:54.000,MARIA,Platinum,8.0,"Location is great, good not do much.",10.0,10.0,10.0,9.0,9.0,Unknown,10.0,Couple,4.0,Excelente,7,1,2023,2023-01,Verano,9.5,en,"Location is great, good not do much.",positive,0.0,0.0,neutral
2023-01-22 06:28:37.000,MARIA,Member,10.0,"Nada que decir ,cómo siempre ,exelente todo",10.0,10.0,10.0,10.0,8.0,Por lo escrito anteriormente,10.0,Friends,5.0,Excelente,7,1,2023,2023-01,Verano,9.5,es,"Nothing to say, as always, everything is excellent.",positive,0.8999999761581421,0.8999999761581421,positive
2023-01-21 15:53:09.000,MARIA,Member,8.0,"Si bien la estadia fue excelente, el cuarto tenía olor a humedad y no había posibilidad de ventilación. La atención y las instalaciones mb. Al igual que el desayuno y cena.",10.0,10.0,10.0,8.0,10.0,Muy buen servicio e instalaciones,10.0,Couple,4.0,Excelente,31,1,2023,2023-01,Verano,9.5,es,"Although the stay was excellent, the room had a musty smell and there was no possibility of ventilation. The service and facilities were mb. As was breakfast and dinner.",neutral,-0.4000000059604645,1.399999976158142,negative
2023-01-21 15:43:49.000,MARIA,Member,6.0,"Our initial impression of the hotel was nice because even if we arrived early and was unable to check in the lobby has enough couches where we can snooze. The front desk were nice also. However, there was unfortunate turn of events when we got up and found that our first room (1014) only had scalding hot water flowing from the faucets. We told the front desk around midnight since we just got back from a tango show but the technician could not fix it. We had to change room at almost 2 am. Then the person put us in the smallest room (1414) which is not good when there are 2 people sharing a room. The supposed closet is so tiny it can only fot 2 shirts since half of it is taken up by the ironing board and the small round table is covered by the coffee maker. They finally gave us a better room in 1031 on our last day. We are again staying there on our way home and I hope it is a better experience. Location wise, it is good since it is in the middle of everything so you can walk pretty much everywhere.",10.0,10.0,8.0,4.0,8.0,Explained on my review. Changed rooms 3x,10.0,Couple,3.0,Excelente,200,1,2023,2023-01,Verano,7.5,en,"Our initial impression of the hotel was nice because even if we arrived early and was unable to check in the lobby has enough couches where we can snooze. The front desk were nice also. However, there was unfortunate turn of events when we got up and found that our first room (1014) only had scalding hot water flowing from the faucets. We told the front desk around midnight since we just got back from a tango show but the technician could not fix it. We had to change room at almost 2 am. Then the person put us in the smallest room (1414) which is not good when there are 2 people sharing a room. The supposed closet is so tiny it can only fot 2 shirts since half of it is taken up by the ironing board and the small round table is covered by the coffee maker. They finally gave us a better room in 1031 on our last day. We are again staying there on our way home and I hope it is a better experience. Location wise, it is good since it is in the middle of everything so you can walk pretty much everywhere.",positive,-0.10000000149011612,6.0,neutral
2023-01-21 14:48:28.000,MARIA,Member,10.0,"Check in was quick.  They explained everything well.  The  concierge was very helpful in finding us restaurants, making reservations and writing out instructions for us.",10.0,10.0,10.0,10.0,8.0,Staff was attentive and timely.,10.0,Couple,5.0,Excelente,25,1,2023,2023-01,Verano,9.5,en,"Check in was quick.  They explained everything well.  The  concierge was very helpful in finding us restaurants, making reservations and writing out instructions for us.",positive,0.699999988079071,2.200000047683716,positive
2023-01-21 14:26:10.000,MARIA,Member,10.0,Muy buena atenvion,10.0,10.0,10.0,10.0,5.0,Marryot bonvoy,6.0,Event/Wedding,5.0,Excelente,3,1,2023,2023-01,Verano,8.75,es,Very good service,positive,0.8999999761581421,0.8999999761581421,positive
2023-01-21 12:46:56.000,MARIA,Member,10.0,Nice stay with Gate 1 travel. Breakfast was good and wait staff was very helpful. All staffs were very friendly and helpful. Would recommend you sell outlet converters at front desk to help guests get their appliances working quickly. Rooftop pool was also great,10.0,10.0,10.0,10.0,9.0,Expected what I experienced.,10.0,Couple,5.0,Excelente,44,1,2023,2023-01,Verano,9.75,en,Nice stay with Gate 1 travel. Breakfast was good and wait staff was very helpful. All staffs were very friendly and helpful. Would recommend you sell outlet converters at front desk to help guests get their appliances working quickly. Rooftop pool was also great,positive,0.699999988079071,3.799999952316284,positive
2023-01-21 12:26:07.000,MARIA,Gold,9.0,"It is a beautiful hotel. The lobby and common areas on the main floor are quite elegant. Some of the guest rooms are decorated in a more vintage style, other rooms have been updated for a more modern look. The location is terrific for visiting tourists. We were able to walk easily to many local highlights. And the city tour buses pick up just across the wide avenue.",10.0,10.0,10.0,9.0,10.0,"We knew, that even though we don't speak Spanish, we would be able to find helpful people at the front desk who could help us enjoy our stay at the hotel and find amenities to get around the city.",8.0,Family,4.5,Excelente,68,1,2023,2023-01,Verano,9.75,en,"It is a beautiful hotel. The lobby and common areas on the main floor are quite elegant. Some of the guest rooms are decorated in a more vintage style, other rooms have been updated for a more modern look. The location is terrific for visiting tourists. We were able to walk easily to many local highlights. And the city tour buses pick up just across the wide avenue.",positive,0.6000000238418579,4.0,positive
2023-01-21 12:17:48.000,MARIA,Member,8.0,Rooms smaller and older and beds and pillows extremely hard and uncomfortable.  Jetted tub did not work.  Staff friendly and helpful and that is always a big plus.,10.0,8.0,10.0,7.0,9.0,Older and smaller rooms and fewer amenities than normal   standard,10.0,Couple,4.0,Excelente,28,1,2023,2023-01,Verano,8.5,en,Rooms smaller and older and beds and pillows extremely hard and uncomfortable.  Jetted tub did not work.  Staff friendly and helpful and that is always a big plus.,negative,-0.20000000298023224,2.5999999046325684,negative
2023-01-21 11:31:59.000,MARIA,Member,10.0,Molto Ospitale,10.0,8.0,10.0,10.0,8.0,Molto disponibili,10.0,Couple,5.0,Excelente,2,1,2023,2023-01,Verano,9.0,it,Very Hospitable,positive,0.4000000059604645,0.4000000059604645,positive
2023-01-21 09:15:57.000,MARIA,Platinum,10.0,The staff was friendly and accommodating.  We requested early check-in after a very long flight and they were able to accommodate.  There was always someone willing to answer questions and help.  We had a great stay.,10.0,10.0,10.0,10.0,10.0,They made sure we knew what our Bonvoy privileges were and followed through to help us know how to use them.,10.0,Couple,5.0,Excelente,36,1,2023,2023-01,Verano,10.0,en,The staff was friendly and accommodating.  We requested early check-in after a very long flight and they were able to accommodate.  There was always someone willing to answer questions and help.  We had a great stay.,positive,0.8999999761581421,3.5999999046325684,positive
2023-01-21 06:29:32.000,MARIA,Silver,8.0,"Hôtel design and cleanliness were fantastic. Hotel staff were very helpful and knowledgeable. Little things in the room ( the floors, caulking in bathroom, handles, two remotes, etc. ) need attention for a  .",9.0,8.0,10.0,6.0,5.0,See note,6.0,Couple,4.0,Excelente,34,1,2023,2023-01,Verano,7.25,en,"Hôtel design and cleanliness were fantastic. Hotel staff were very helpful and knowledgeable. Little things in the room ( the floors, caulking in bathroom, handles, two remotes, etc. ) need attention for a  .",positive,0.30000001192092896,2.4000000953674316,positive
2023-01-21 04:21:55.000,MARIA,Platinum,10.0,"I absolutely loved the whole hotel.  The staff was friendly, helpful, and kind.  The upgrades were wonderful and the rooms were really “suite”.",10.0,10.0,10.0,10.0,10.0,They were in a great location and super helpful all along the way with securing a taxi or transportation.  The upgrades made this trip especially sweet!!,10.0,Leisure Individual,5.0,Excelente,23,1,2023,2023-01,Verano,10.0,en,"I absolutely loved the whole hotel.  The staff was friendly, helpful, and kind.  The upgrades were wonderful and the rooms were really “suite”.",positive,0.800000011920929,2.5999999046325684,positive
2023-01-20 16:50:26.000,MARIA,Titanium,10.0,It was very nice. Staff was very friendly and helpful. Accommodations were very nice.,10.0,10.0,10.0,10.0,10.0,The lounge and staff was wonderful throughout our stay. Pool staff was very helpful. Had a very nice stay,10.0,Friends,5.0,Excelente,14,1,2023,2023-01,Verano,10.0,en,It was very nice. Staff was very friendly and helpful. Accommodations were very nice.,positive,0.800000011920929,2.5999999046325684,positive
2023-01-20 14:54:58.000,MARIA,Gold,7.0,Mucho ruido en la habitacion,10.0,8.0,9.0,4.0,7.0,Unknown,10.0,Business Individual,3.5,Excelente,5,1,2023,2023-01,Verano,7.0,es,A lot of noise in the room,negative,-0.800000011920929,0.800000011920929,negative
2023-01-20 14:16:14.000,MARIA,Titanium,8.0,Room was very nice but not up to the traditional standards in the US; for example paint was chipped or peeling on woodwork and bathroom doors,10.0,8.0,10.0,5.0,6.0,Unknown,7.0,Business Individual,4.0,Excelente,26,1,2023,2023-01,Verano,7.25,en,Room was very nice but not up to the traditional standards in the US; for example paint was chipped or peeling on woodwork and bathroom doors,positive,-0.5,0.5,negative
2023-01-20 10:21:47.000,MARIA,Titanium,8.0,"The staff in this hotel was friendly and very professional.  All our interactions with them were great.  The   Club Lounge was excellent both in the morning and the evening.

Was disappointed that there was no facial tissue in the room.  We had bad allergy issues and could have used the tissue.  

The view from the 23rd floor was amazing!",10.0,10.0,10.0,10.0,10.0,"Well maintained by some of the items in the room were a little dated.  Also, would have like to have USB ports, facial tissue and washcloths.  These are minor issues of course.

Loved the staff!",10.0,Couple,4.0,Excelente,59,1,2023,2023-01,Verano,10.0,en,"The staff in this hotel was friendly and very professional.  All our interactions with them were great.  The   Club Lounge was excellent both in the morning and the evening.

Was disappointed that there was no facial tissue in the room.  We had bad allergy issues and could have used the tissue.  

The view from the 23rd floor was amazing!",positive,0.4000000059604645,5.0,positive
2023-01-20 08:28:22.000,MARIA,Ambassador,10.0,"Staff was great and were helpful.  The front desk did get very busy and was a very slow process compared to other   properties, but very pleasant interactions and satisfied all my requirements.",8.0,9.0,10.0,10.0,9.0,Felt very welcome and looked after with no issues,10.0,Meeting,5.0,Excelente,32,1,2023,2023-01,Verano,9.5,en,"Staff was great and were helpful.  The front desk did get very busy and was a very slow process compared to other   properties, but very pleasant interactions and satisfied all my requirements.",positive,0.699999988079071,1.399999976158142,positive
2023-01-19 15:31:02.000,MARIA,Gold,3.0,"Your rooms are tiny, the bed is hard, and the bed sheet was so rough that I had to sleep on top of the thin duvet.",7.0,4.0,7.0,5.0,6.0,Unknown,10.0,Leisure Individual,1.5,Excelente,26,1,2023,2023-01,Verano,5.5,en,"Your rooms are tiny, the bed is hard, and the bed sheet was so rough that I had to sleep on top of the thin duvet.",negative,-0.800000011920929,0.800000011920929,negative
2023-01-19 10:16:14.000,MARIA,Platinum,10.0,Club M is the best. The pool is great and the staff is caring and helpful.,10.0,10.0,10.0,10.0,10.0,Unknown,10.0,Couple,5.0,Excelente,16,1,2023,2023-01,Verano,10.0,en,Club M is the best. The pool is great and the staff is caring and helpful.,positive,0.8999999761581421,1.7999999523162842,positive
2023-01-18 18:42:08.000,MARIA,Titanium,10.0,Our stay was lovely. Concierge said as ver nice at breakfast and happy hour,9.0,9.0,10.0,8.0,10.0,The service was excellent. The security seemed very much intact,10.0,Couple,5.0,Excelente,14,1,2023,2023-01,Verano,9.25,en,Our stay was lovely. Concierge said as ver nice at breakfast and happy hour,positive,0.699999988079071,1.5,positive
2023-01-18 14:29:36.000,MARIA,Non-Member,4.0,"The room needs an update to live up to the   standard. Breakfast could be much better for a 5 star hotel. Reception wasn’t very cooperative when I wanted to modify my reservation, they referred to Booking.com to handle the situation. Booking.com always sends you back to the hotel, so never mind 🤔. Beautiful hotel lounge and entry. Very nice rooftop facilities!",10.0,6.0,4.0,7.0,5.0,See above,10.0,Couple,2.0,Excelente,61,1,2023,2023-01,Verano,5.5,en,"The room needs an update to live up to the   standard. Breakfast could be much better for a 5 star hotel. Reception wasn’t very cooperative when I wanted to modify my reservation, they referred to Booking.com to handle the situation. Booking.com always sends you back to the hotel, so never mind 🤔. Beautiful hotel lounge and entry. Very nice rooftop facilities!",positive,0.10000000149011612,3.200000047683716,neutral
2023-01-18 10:40:46.000,MARIA,Platinum,10.0,"excellent service, beautiful hotel and amenities.",10.0,10.0,10.0,10.0,10.0,better than the service and quality in the US!,10.0,Couple,5.0,Excelente,6,1,2023,2023-01,Verano,10.0,en,"excellent service, beautiful hotel and amenities.",positive,0.8999999761581421,0.8999999761581421,positive
2023-01-18 10:08:26.000,MARIA,Non-Member,1.0,"Hotel was nice.  Front desk stall did not give me the correct VAT refund form.  This cost me 7,965.17 Argentine pesos.",10.0,8.0,1.0,4.0,4.0,I needed a simple form filled out correctly for A refund of my VAT at the airport.  This was not done.,10.0,Friends,0.5,Excelente,21,1,2023,2023-01,Verano,4.25,en,"Hotel was nice.  Front desk stall did not give me the correct VAT refund form.  This cost me 7,965.17 Argentine pesos.",negative,-0.10000000149011612,1.600000023841858,neutral
2023-01-18 03:51:05.000,MARIA,Non-Member,10.0,"Buenos dìas, nada que decir...o mejor dicho fueron unos dìas hermosos en la que nos sentimos muy còmodos y super atendidos.
Tengo que mencionar que soy celìaca, y encontre variedad en el restaurant, ususlamente a los celìacos nos dan fruta...pero en èsta no fuè asì! Agradezco que ademàs de ofrecerme variedad tambièn tenìan conocimiento del tema de la celiaquìa y de la contaminaciòn cruzada. Hago incapìe en lo de la celiaquìa, ya que debido a èsta condicion no fruecuento muchos hoteles porque no me dan seguridad. Pero en   fuè un paraìso desde los cuidados por mi alimentaciòn como con la habitaciòn que estuvimos (limpia y còmoda) y el trato del personal (desde las personas de recepciòn hasta el muchacho que nos entregaba el auto cada vez que lo necesitamos...todos fueron atentos, simpàticos y  cordiales. 
Muchas gracias  !!! Seguramente volveremos!!!!",10.0,10.0,10.0,9.0,10.0,Considero que hay relaciòn precio-serivicio.,9.0,Couple,5.0,Excelente,139,1,2023,2023-01,Verano,9.75,es,"Good morning, nothing to say...or rather, they were some beautiful days in which we felt very comfortable and well taken care of. I have to mention that I am celiac, and I found variety in the restaurant. Usually, celiacs are given fruit...but this time it was not like that! I appreciate that in addition to offering me variety, they also had knowledge of the subject of celiac disease and cross contamination. I emphasize the celiac disease, since due to this condition I do not frequent many hotels because they do not give me security. But it was a paradise from the care given to my food to the room we stayed in (clean and comfortable) and the treatment of the staff (from the people at reception to the boy who delivered the car to us every time we needed it... everyone was attentive, friendly and cordial. Thank you very much!!! We will surely return!!!!",positive,0.4000000059604645,6.599999904632568,positive
2023-01-17 15:10:52.000,MARIA,Titanium,10.0,"Central location, nice rooms, Club usage included 
Very nice pool on the top floor with view of the city
Nice staff",10.0,10.0,10.0,8.0,8.0,Unknown,10.0,Couple,5.0,Excelente,21,1,2023,2023-01,Verano,9.0,en,"Central location, nice rooms, Club usage included 
Very nice pool on the top floor with view of the city
Nice staff",positive,0.8999999761581421,0.8999999761581421,positive
2023-01-17 13:23:01.000,MARIA,Titanium,10.0,Beautiful hotel. Amazing staff. Comfy bed. Highly recommend.,10.0,10.0,10.0,10.0,10.0,Unknown,10.0,Leisure Individual,5.0,Excelente,8,1,2023,2023-01,Verano,10.0,en,Beautiful hotel. Amazing staff. Comfy bed. Highly recommend.,positive,0.800000011920929,3.4000000953674316,positive
2023-01-17 11:03:36.000,MARIA,Gold,7.0,"The people were great, but breakfast was awful. The eggs, potatoes and sausage were cold - eggs were not cooked the way we ordered them - it was bad all the way around.",9.0,9.0,9.0,8.0,4.0,Unknown,7.0,Couple,3.5,Excelente,33,1,2023,2023-01,Verano,7.5,en,"The people were great, but breakfast was awful. The eggs, potatoes and sausage were cold - eggs were not cooked the way we ordered them - it was bad all the way around.",negative,-0.6000000238418579,1.2999999523162842,negative
2023-01-16 15:22:38.000,MARIA,Member,10.0,Muy agradable,10.0,10.0,10.0,10.0,8.0,Eficiencia y amabilidad del personal,10.0,Couple,5.0,Excelente,2,1,2023,2023-01,Verano,9.5,es,Very nice,positive,0.8999999761581421,0.8999999761581421,positive
2023-01-16 12:51:05.000,MARIA,Gold,8.0,"What was clearly once an excellent hotel, but feels quite dated now.",10.0,10.0,10.0,7.0,6.0,Unknown,10.0,Couple,4.0,Excelente,12,1,2023,2023-01,Verano,8.25,en,"What was clearly once an excellent hotel, but feels quite dated now.",negative,-0.5,0.5,negative
2023-01-16 10:31:35.000,MARIA,Member,5.0,Albergo con servizi rinnovati hall sempre magnifica stanze poco nuove,10.0,5.0,8.0,3.0,7.0,Servizio buono ma la camera era vecchia e bagno da rifare lavandino sbeccato,7.0,Friends,2.5,Excelente,10,1,2023,2023-01,Verano,5.75,it,"Hotel with renovated services, hall always magnificent, rooms not very new",positive,0.0,0.0,neutral
2023-01-16 08:24:07.000,MARIA,Titanium,7.0,"The house is at very excellent place, but would need badly better maintanance. There is a list of failures which occurred during our stay(s), both, technical and hygienical !  Its for another text",6.0,6.0,7.0,3.0,6.0,"Since I have been spending more than 800 nights in   hotels around the world, I trust to be able to judge. The quality of   Buenos Aires is questionable. It needs a manager who is responding to the complains and see the backgrounds !!",7.0,Family,3.5,Excelente,33,1,2023,2023-01,Verano,5.5,en,"The house is at very excellent place, but would need badly better maintanance. There is a list of failures which occurred during our stay(s), both, technical and hygienical !  Its for another text",neutral,-0.30000001192092896,0.8999999761581421,negative
2023-01-15 13:18:41.000,MARIA,Platinum,10.0,"The room and service from the front desk, room service, bell captain, and everyone we connected with at the BA   was impeccable! Thank you!",10.0,10.0,10.0,10.0,10.0,Please see above.,10.0,Friends,5.0,Excelente,24,1,2023,2023-01,Verano,10.0,en,"The room and service from the front desk, room service, bell captain, and everyone we connected with at the BA   was impeccable! Thank you!",positive,0.8999999761581421,1.899999976158142,positive
2023-01-15 12:00:23.000,MARIA,Member,10.0,Todo muy bien y cumpliendo las expectativas.,10.0,9.0,9.0,9.0,9.0,Unknown,10.0,Couple,5.0,Excelente,7,1,2023,2023-01,Verano,9.0,es,Everything was very good and met expectations.,positive,0.8999999761581421,0.8999999761581421,positive
2023-01-15 10:49:03.000,MARIA,Non-Member,10.0,"Buena atención y bonitas instalaciones, solo que he tratado de contarme con alguien del hotel porque se me quedó un paquete en la habitación 403 y aún no he podido, escribí al WhatsApp e Instagram y no he recibido respuesta",10.0,10.0,10.0,10.0,10.0,"Excelente atención, pero quisiera que me dijera adonde puedo escribir para el paquete que se quedó en la habitación",10.0,Couple,5.0,Excelente,40,1,2023,2023-01,Verano,10.0,es,"Good service and nice facilities, but I have tried to contact someone from the hotel because I left a package in room 403 and I still haven&#39;t been able to. I wrote on WhatsApp and Instagram and I haven&#39;t received a response.",negative,-0.4000000059604645,0.8999999761581421,negative
2023-01-15 10:28:07.000,MARIA,Gold,10.0,Bar staff were very personable. I appreciated the complimentary wine and appetizer. Wish the pool would have stayed open later as we didn't get to experience it.,10.0,10.0,10.0,10.0,9.0,Unknown,10.0,Couple,5.0,Excelente,27,1,2023,2023-01,Verano,9.75,en,Bar staff were very personable. I appreciated the complimentary wine and appetizer. Wish the pool would have stayed open later as we didn't get to experience it.,positive,0.30000001192092896,2.5,positive
2023-01-15 05:50:19.000,MARIA,Member,10.0,"La verdad que nos gusta mucho buenos Aires capital pero si o si tenemos 1 condicion la mejor estadia esta en  , impecable,predisposicion excelente del personal te hace sentir muy comodo y estan en todos los detalles ya estoy planeando ir en febrero y disfrutar a full el piso 23 de 10 nos vemos pronto.",10.0,10.0,10.0,10.0,10.0,La pase 10,10.0,Couple,5.0,Excelente,55,1,2023,2023-01,Verano,10.0,es,"The truth is that we really like Buenos Aires capital, but we definitely have one condition: the best stay is in , impeccable, excellent predisposition of the staff, they make you feel very comfortable and they are in all the details. I am already planning to go in February and fully enjoy the 23rd floor out of 10, see you soon.",positive,0.8999999761581421,1.7999999523162842,positive
2023-01-14 15:18:42.000,MARIA,Member,10.0,"Exelente atención en recepción, la estancia y habitación impecables como siempre y la ubicación privilegiada aparte de su hermosa piscina hacen que lo sigamos eligiendo",10.0,10.0,10.0,10.0,9.0,Unknown,10.0,Family,5.0,Excelente,25,1,2023,2023-01,Verano,9.75,es,"Excellent service at reception, the stay and room were impeccable as always and the privileged location apart from its beautiful pool make us continue choosing it.",positive,0.8999999761581421,0.8999999761581421,positive
2023-01-14 14:21:31.000,MARIA,Titanium,10.0,Staff is very polite.,10.0,9.0,10.0,8.0,9.0,"I enjoy being a titanium member, enjoying staying at  ’s establishments.",10.0,Family,5.0,Excelente,4,1,2023,2023-01,Verano,9.0,en,Staff is very polite.,positive,0.8999999761581421,0.8999999761581421,positive
